gate	condition	tangential_drift_delta	seed	cycle_level	stage3_score	turn_strength	env_gamma	env_gamma_r2	env_gamma_n_peaks	control_env_gamma	control_stage3_score	gamma_uplift_ratio_vs_control_seed	stage3_uplift_vs_control_seed	has_level3_seed	g1_gate_pass	drift_contribution_ratio	mean_drift_norm	mean_effective_delta_growth_ratio	mean_tangential_alignment	phase_amplitude_stability	out_csv	provenance_json
g2_sampled	g2_sampled_delta0p006	0.006000	55	2	0.518135	0.000249	0.000120	0.201225	966	0.000120	0.516563	1.000000	0.001572	no	yes	0.009358	0.006000	0.009358	0.021902	0.975153	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p006/seed55.csv	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p006/seed55_provenance.json
g2_sampled	g2_sampled_delta0p006	0.006000	56	2	0.515183	0.000259	0.000118	0.205289	976	0.000118	0.515215	1.000000	-0.000032	no	yes	0.009345	0.006000	0.009345	0.017029	0.974844	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p006/seed56.csv	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p006/seed56_provenance.json
g2_sampled	g2_sampled_delta0p010	0.010000	45	2	0.533404	0.000250	0.000110	0.201839	974	0.000110	0.533898	1.000000	-0.000494	no	yes	0.015607	0.010000	0.015607	0.016844	0.976995	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p010/seed45.csv	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p010/seed45_provenance.json
g2_sampled	g2_sampled_delta0p010	0.010000	47	2	0.511064	0.000253	0.000113	0.195447	976	0.000113	0.509454	1.000000	0.001610	no	yes	0.015570	0.010000	0.015570	0.028204	0.976318	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p010/seed47.csv	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p010/seed47_provenance.json
g2_sampled	g2_sampled_delta0p010	0.010000	49	2	0.529474	0.000249	0.000125	0.211465	976	0.000125	0.526758	1.000000	0.002716	no	yes	0.015677	0.010000	0.015677	0.022726	0.975825	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p010/seed49.csv	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p010/seed49_provenance.json
g2_sampled	g2_sampled_delta0p010	0.010000	50	2	0.503178	0.000244	0.000119	0.206544	968	0.000119	0.503185	1.000000	-0.000007	no	yes	0.015676	0.010000	0.015676	0.032475	0.976656	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p010/seed50.csv	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p010/seed50_provenance.json
g2_sampled	g2_sampled_delta0p010	0.010000	51	2	0.529101	0.000257	0.000120	0.221068	970	0.000122	0.526814	0.983607	0.002287	no	yes	0.015543	0.010000	0.015543	0.033951	0.975396	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p010/seed51.csv	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p010/seed51_provenance.json
g2_sampled	g2_sampled_delta0p010	0.010000	52	2	0.501574	0.000259	0.000126	0.226099	967	0.000126	0.501574	1.000000	0.000000	no	yes	0.015458	0.010000	0.015458	-0.001899	0.973438	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p010/seed52.csv	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p010/seed52_provenance.json
g2_sampled	g2_sampled_delta0p010	0.010000	53	2	0.501046	0.000259	0.000114	0.197470	975	0.000115	0.502623	0.991304	-0.001577	no	yes	0.015729	0.010000	0.015729	0.029055	0.977009	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p010/seed53.csv	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p010/seed53_provenance.json
g2_sampled	g2_sampled_delta0p010	0.010000	54	2	0.508299	0.000245	0.000120	0.211768	957	0.000120	0.508790	1.000000	-0.000491	no	yes	0.015446	0.010000	0.015446	0.045068	0.974790	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p010/seed54.csv	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p010/seed54_provenance.json
g2_sampled	g2_sampled_delta0p010	0.010000	55	2	0.518248	0.000250	0.000120	0.201225	966	0.000120	0.516563	1.000000	0.001685	no	yes	0.015594	0.010000	0.015594	0.022405	0.975148	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p010/seed55.csv	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p010/seed55_provenance.json
g2_sampled	g2_sampled_delta0p010	0.010000	56	2	0.515723	0.000260	0.000118	0.205289	976	0.000118	0.515215	1.000000	0.000508	no	yes	0.015572	0.010000	0.015572	0.016144	0.974815	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p010/seed56.csv	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p010/seed56_provenance.json
g2_sampled	g2_sampled_delta0p015	0.015000	45	2	0.533475	0.000251	0.000110	0.201839	974	0.000110	0.533898	1.000000	-0.000423	no	yes	0.023407	0.015000	0.023407	0.015435	0.976968	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p015/seed45.csv	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p015/seed45_provenance.json
g2_sampled	g2_sampled_delta0p015	0.015000	47	2	0.509474	0.000253	0.000113	0.195061	977	0.000113	0.509454	1.000000	0.000020	no	yes	0.023352	0.015000	0.023352	0.028223	0.976296	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p015/seed47.csv	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p015/seed47_provenance.json
g2_sampled	g2_sampled_delta0p015	0.015000	49	2	0.529968	0.000248	0.000125	0.211515	976	0.000125	0.526758	1.000000	0.003210	no	yes	0.023513	0.015000	0.023513	0.022266	0.975814	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p015/seed49.csv	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p015/seed49_provenance.json
g2_sampled	g2_sampled_delta0p015	0.015000	50	2	0.501059	0.000244	0.000119	0.206239	968	0.000119	0.503185	1.000000	-0.002126	no	yes	0.023511	0.015000	0.023511	0.032154	0.976646	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p015/seed50.csv	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p015/seed50_provenance.json
g2_sampled	g2_sampled_delta0p015	0.015000	51	2	0.531151	0.000256	0.000120	0.221068	970	0.000122	0.526814	0.983607	0.004337	no	yes	0.023312	0.015000	0.023312	0.033567	0.975370	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p015/seed51.csv	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p015/seed51_provenance.json
g2_sampled	g2_sampled_delta0p015	0.015000	52	2	0.501050	0.000260	0.000126	0.226935	967	0.000126	0.501574	1.000000	-0.000524	no	yes	0.023184	0.015000	0.023184	-0.001537	0.973409	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p015/seed52.csv	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p015/seed52_provenance.json
g2_sampled	g2_sampled_delta0p015	0.015000	53	2	0.502088	0.000259	0.000114	0.197587	975	0.000115	0.502623	0.991304	-0.000535	no	yes	0.023590	0.015000	0.023590	0.027604	0.976963	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p015/seed53.csv	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p015/seed53_provenance.json
g2_sampled	g2_sampled_delta0p015	0.015000	54	2	0.507261	0.000244	0.000120	0.211768	957	0.000120	0.508790	1.000000	-0.001529	no	yes	0.023166	0.015000	0.023166	0.043781	0.974778	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p015/seed54.csv	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p015/seed54_provenance.json
g2_sampled	g2_sampled_delta0p015	0.015000	55	2	0.518210	0.000250	0.000120	0.201225	966	0.000120	0.516563	1.000000	0.001647	no	yes	0.023389	0.015000	0.023389	0.022950	0.975146	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p015/seed55.csv	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p015/seed55_provenance.json
g2_sampled	g2_sampled_delta0p015	0.015000	56	2	0.515723	0.000260	0.000118	0.205289	976	0.000118	0.515215	1.000000	0.000508	no	yes	0.023356	0.015000	0.023356	0.017092	0.974780	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p015/seed56.csv	reports/experiments/l3_bottleneck/phase2/b5_scout/g2_sampled_delta0p015/seed56_provenance.json
