round,p_aggressive,p_defensive,p_balanced,avg_reward,strategy_entropy,personality_norm,phase
1,0.25,0.25,0.5,0.0,1.0397207705399178,0.0,burn-in
2,0.5,0.25,0.25,0.018749999999999996,1.0397207705399178,0.0005155986946151602,burn-in
3,0.25,0.5,0.25,0.07499999999999997,1.0397207705399178,0.0026245297611218214,burn-in
4,0.5,0.0,0.5,0.09374999999999994,0.6931471803599453,0.0017560272570294817,burn-in
5,0.25,0.5,0.25,0.14999999999999997,1.0397207705399178,0.0012578421537222267,burn-in
6,0.0,0.25,0.75,0.09374999999999992,0.5623351444188083,0.002246688100710654,burn-in
7,0.25,0.5,0.25,0.14999999999999986,1.0397207705399178,0.009511377849383818,burn-in
8,0.25,0.5,0.25,0.16874999999999987,1.0397207705399178,0.013254236211897053,burn-in
9,0.25,0.5,0.25,0.09374999999999989,1.0397207705399178,0.017647471238181115,burn-in
10,0.5,0.25,0.25,0.037499999999999825,1.0397207705399178,0.019762039227884422,burn-in
11,0.5,0.25,0.25,0.09374999999999983,1.0397207705399178,0.021863293618663706,burn-in
12,0.25,0.5,0.25,0.03749999999999981,1.0397207705399178,0.02413775940381492,burn-in
13,0.25,0.5,0.25,0.0562499999999998,1.0397207705399178,0.02376044863361868,burn-in
14,0.25,0.25,0.5,0.1312499999999998,1.0397207705399178,0.01959531160709533,burn-in
15,0.75,0.0,0.25,0.05624999999999984,0.5623351444188083,0.024316112538665672,burn-in
16,0.25,0.25,0.5,-0.01875000000000014,1.0397207705399178,0.029346959503806423,burn-in
17,0.0,0.25,0.75,0.0374999999999997,0.5623351444188083,0.02746225560393576,burn-in
18,0.75,0.25,0.0,0.11249999999999975,0.5623351444188083,0.023065288077669888,burn-in
19,0.5,0.5,0.0,0.05624999999999976,0.6931471803599453,0.025141148849075805,burn-in
20,0.5,0.5,0.0,0.1124999999999998,0.6931471803599453,0.023254391782976763,burn-in
21,0.5,0.25,0.25,0.18749999999999983,1.0397207705399178,0.02759444846621347,burn-in
22,0.5,0.0,0.5,0.24374999999999986,0.6931471803599453,0.028176168731305483,burn-in
23,0.5,0.25,0.25,0.2624999999999998,1.0397207705399178,0.02782138639636104,burn-in
24,0.0,0.75,0.25,0.3187499999999998,0.5623351444188083,0.02586927313502875,burn-in
25,0.5,0.5,0.0,0.3937499999999998,0.6931471803599453,0.030340631634021526,burn-in
26,0.25,0.25,0.5,0.33749999999999986,1.0397207705399178,0.03242492873838328,burn-in
27,0.5,0.0,0.5,0.26249999999999984,0.6931471803599453,0.036552528985242756,burn-in
28,0.25,0.25,0.5,0.18749999999999978,1.0397207705399178,0.041774575437636595,burn-in
29,0.5,0.25,0.25,0.2437499999999998,1.0397207705399178,0.04232427032456606,burn-in
30,0.5,0.0,0.5,0.2624999999999998,0.6931471803599453,0.04377377980970027,burn-in
31,0.5,0.25,0.25,0.33749999999999986,1.0397207705399178,0.03907712399868595,burn-in
32,0.25,0.25,0.5,0.3937499999999998,1.0397207705399178,0.03654732442659861,burn-in
33,0.0,0.5,0.5,0.44999999999999984,0.6931471803599453,0.03447039320652573,burn-in
