round,p_aggressive,p_defensive,p_balanced,avg_reward,strategy_entropy,personality_norm,phase
1,0.25,0.25,0.5,0.0,1.0397207705399178,0.0,burn-in
2,0.5,0.25,0.25,0.018749999999999996,1.0397207705399178,0.00020623947784609946,burn-in
3,0.25,0.5,0.25,0.07499999999999997,1.0397207705399178,0.0010498119044487144,burn-in
4,0.5,0.0,0.5,0.09374999999999994,0.6931471803599453,0.0007024109028117799,burn-in
5,0.25,0.5,0.25,0.14999999999999997,1.0397207705399178,0.0005031368614889321,burn-in
6,0.0,0.25,0.75,0.09374999999999992,0.5623351444188083,0.0008986752402842502,burn-in
7,0.25,0.5,0.25,0.14999999999999986,1.0397207705399178,0.0038045511397535414,burn-in
8,0.25,0.5,0.25,0.16874999999999987,1.0397207705399178,0.0053016944847588425,burn-in
9,0.25,0.5,0.25,0.09374999999999989,1.0397207705399178,0.0070589884952724676,burn-in
10,0.5,0.25,0.25,0.037499999999999825,1.0397207705399178,0.007904815691153802,burn-in
11,0.5,0.25,0.25,0.09374999999999983,1.0397207705399178,0.00874531744746553,burn-in
12,0.25,0.5,0.25,0.03749999999999981,1.0397207705399178,0.009655103761526024,burn-in
13,0.25,0.5,0.25,0.0562499999999998,1.0397207705399178,0.0095041794534475,burn-in
14,0.25,0.25,0.5,0.1312499999999998,1.0397207705399178,0.007838124642838179,burn-in
15,0.75,0.0,0.25,0.05624999999999984,0.5623351444188083,0.00972644501546632,burn-in
16,0.25,0.25,0.5,-0.01875000000000014,1.0397207705399178,0.011738783801522625,burn-in
17,0.0,0.25,0.75,0.0374999999999997,0.5623351444188083,0.010984902241574364,burn-in
18,0.75,0.25,0.0,0.11249999999999975,0.5623351444188083,0.00922611523106803,burn-in
19,0.5,0.5,0.0,0.05624999999999976,0.6931471803599453,0.010056459539630412,burn-in
20,0.5,0.5,0.0,0.1124999999999998,0.6931471803599453,0.009301756713190798,burn-in
21,0.5,0.25,0.25,0.18749999999999983,1.0397207705399178,0.01103777938648547,burn-in
22,0.5,0.0,0.5,0.24374999999999986,0.6931471803599453,0.01127046749252226,burn-in
23,0.5,0.25,0.25,0.2624999999999998,1.0397207705399178,0.011128554558544456,burn-in
24,0.0,0.75,0.25,0.3187499999999998,0.5623351444188083,0.010347709254011541,burn-in
25,0.5,0.5,0.0,0.3937499999999998,0.6931471803599453,0.012136252653608641,burn-in
26,0.25,0.25,0.5,0.33749999999999986,1.0397207705399178,0.012969971495353356,burn-in
27,0.5,0.0,0.5,0.26249999999999984,0.6931471803599453,0.014621011594097157,burn-in
28,0.25,0.25,0.5,0.18749999999999978,1.0397207705399178,0.0167098301750547,burn-in
29,0.5,0.25,0.25,0.2437499999999998,1.0397207705399178,0.016929708129826467,burn-in
30,0.5,0.0,0.5,0.2624999999999998,0.6931471803599453,0.017509511923880137,burn-in
31,0.5,0.25,0.25,0.33749999999999986,1.0397207705399178,0.0156308495994744,burn-in
32,0.25,0.25,0.5,0.3937499999999998,1.0397207705399178,0.014618929770639444,burn-in
33,0.0,0.5,0.5,0.44999999999999984,0.6931471803599453,0.013788157282610309,burn-in
34,0.5,0.25,0.25,0.5062499999999999,1.0397207705399178,0.014019722745762657,burn-in
35,0.5,0.25,0.25,0.5249999999999998,1.0397207705399178,0.013868922279987442,burn-in
36,0.75,0.25,0.0,0.5437499999999997,0.5623351444188083,0.013719177100413064,burn-in
37,0.25,0.75,0.0,0.46874999999999967,0.5623351444188083,0.01575282781602678,burn-in
38,0.25,0.0,0.75,0.5437499999999997,0.5623351444188083,0.013952972384694753,burn-in
