round,p_aggressive,p_defensive,p_balanced,avg_reward,strategy_entropy,personality_norm,phase
1,0.25,0.5,0.25,0.07500000000000001,1.0397207705399178,0.0047516444521870675,burn-in
2,0.25,0.25,0.5,0.09375000000000003,1.0397207705399178,0.0043865917863416485,burn-in
3,0.25,0.75,0.0,0.15000000000000002,0.5623351444188083,0.006310952780682164,burn-in
4,0.25,0.25,0.5,0.22500000000000003,1.0397207705399178,0.012210395161500685,burn-in
5,0.25,0.25,0.5,0.28125,1.0397207705399178,0.014500538783093502,burn-in
6,0.25,0.5,0.25,0.3375,1.0397207705399178,0.016817494611267105,burn-in
7,0.25,0.25,0.5,0.35625,1.0397207705399178,0.014891895604237189,burn-in
8,0.75,0.25,0.0,0.41250000000000003,0.5623351444188083,0.014302056779533449,burn-in
9,0.5,0.25,0.25,0.43124999999999997,1.0397207705399178,0.014843618420469424,burn-in
10,0.0,0.25,0.75,0.48749999999999993,0.5623351444188083,0.012930704737174963,burn-in
11,0.25,0.25,0.5,0.54375,1.0397207705399178,0.022682850763296864,burn-in
12,0.25,0.5,0.25,0.5999999999999999,1.0397207705399178,0.02658802082823193,burn-in
13,0.0,0.0,1.0,0.54375,-1.000000082690371e-10,0.023317023689785,burn-in
14,0.25,0.5,0.25,0.5999999999999999,1.0397207705399178,0.018736896462928327,burn-in
15,0.0,0.25,0.75,0.5249999999999998,0.5623351444188083,0.013014752746882938,burn-in
16,0.75,0.0,0.25,0.5437499999999997,0.5623351444188083,0.009333083376489176,burn-in
17,0.75,0.25,0.0,0.4687499999999998,0.5623351444188083,0.006316907495958769,burn-in
18,0.5,0.25,0.25,0.4874999999999998,1.0397207705399178,0.007670013139656364,burn-in
19,0.25,0.5,0.25,0.5437499999999997,1.0397207705399178,0.006881814804250428,burn-in
20,0.0,0.25,0.75,0.5624999999999998,0.5623351444188083,0.006252889956851962,burn-in
21,0.25,0.25,0.5,0.6187499999999998,1.0397207705399178,0.006669880410284701,burn-in
22,0.25,0.0,0.75,0.6374999999999997,0.5623351444188083,0.006602334459303048,burn-in
23,0.5,0.5,0.0,0.7124999999999997,0.6931471803599453,0.0028512949360772703,burn-in
24,0.0,0.5,0.5,0.6374999999999996,0.6931471803599453,0.006467240161962521,burn-in
25,0.25,0.5,0.25,0.6937499999999996,1.0397207705399178,0.007143616031114859,burn-in
26,0.5,0.0,0.5,0.6187499999999997,0.6931471803599453,0.012489057710652278,burn-in
27,0.25,0.25,0.5,0.6749999999999996,1.0397207705399178,0.0089033986663803,burn-in
28,0.5,0.25,0.25,0.7499999999999996,1.0397207705399178,0.004913807872973904,burn-in
29,0.0,1.0,0.0,0.8249999999999996,-1.000000082690371e-10,0.010264328780417227,burn-in
30,0.25,0.25,0.5,0.8437499999999997,1.0397207705399178,0.010617874448895216,burn-in
31,0.25,0.5,0.25,0.8999999999999997,1.0397207705399178,0.009814589745628715,burn-in
32,0.5,0.25,0.25,0.9749999999999996,1.0397207705399178,0.012023333434409821,burn-in
33,0.25,0.25,0.5,0.8999999999999997,1.0397207705399178,0.011653443026633804,burn-in
34,0.25,0.0,0.75,0.9562499999999997,0.5623351444188083,0.019824597056119525,burn-in
35,0.25,0.25,0.5,0.8812499999999998,1.0397207705399178,0.023551286290508778,burn-in
36,0.25,0.75,0.0,0.9562499999999998,0.5623351444188083,0.02014398851860036,burn-in
37,0.5,0.25,0.25,1.0125,1.0397207705399178,0.020863067323023326,burn-in
38,0.25,0.5,0.25,0.9375,1.0397207705399178,0.023232898616509474,burn-in
39,1.0,0.0,0.0,0.9562499999999998,-1.000000082690371e-10,0.026495872320042795,burn-in
40,0.25,0.5,0.25,0.8812499999999999,1.0397207705399178,0.031925572626031545,burn-in
41,0.5,0.25,0.25,0.9374999999999999,1.0397207705399178,0.029522320078417163,burn-in
42,0.5,0.25,0.25,0.9562499999999999,1.0397207705399178,0.02912050662763291,burn-in
43,0.75,0.25,0.0,0.9,0.5623351444188083,0.03155230342720662,burn-in
44,0.75,0.25,0.0,0.91875,0.5623351444188083,0.035608699669989585,burn-in
45,0.25,0.25,0.5,0.9937499999999999,1.0397207705399178,0.030228604908058725,burn-in
46,0.25,0.5,0.25,0.9374999999999999,1.0397207705399178,0.03278361824143294,burn-in
47,0.0,0.5,0.5,0.8812499999999999,0.6931471803599453,0.03560443485368103,burn-in
48,0.5,0.5,0.0,0.9562499999999997,0.6931471803599453,0.04087715017280459,burn-in
49,0.5,0.5,0.0,1.0124999999999997,0.6931471803599453,0.03845472175169152,burn-in
50,0.5,0.0,0.5,1.0687499999999996,0.6931471803599453,0.04098748141582402,burn-in
51,0.5,0.5,0.0,1.0874999999999997,0.6931471803599453,0.04152334857116561,tail
52,0.25,0.5,0.25,1.1062499999999997,1.0397207705399178,0.04206149005102557,tail
53,0.0,0.5,0.5,1.1249999999999996,0.6931471803599453,0.04260181966844287,tail
54,0.25,0.0,0.75,1.1812499999999997,0.5623351444188083,0.04513729056999355,tail
55,0.25,0.75,0.0,1.2374999999999996,0.5623351444188083,0.0391332983412148,tail
56,0.75,0.0,0.25,1.1812499999999997,0.5623351444188083,0.041784977862863934,tail
57,0.5,0.0,0.5,1.1999999999999997,0.6931471803599453,0.042349342342886884,tail
58,0.25,0.25,0.5,1.2187499999999996,1.0397207705399178,0.04291520527447159,tail
59,0.0,0.75,0.25,1.2749999999999997,0.5623351444188083,0.0453568425274791,tail
60,0.0,0.25,0.75,1.2937499999999995,0.5623351444188083,0.044900367133800086,tail
61,0.5,0.5,0.0,1.3124999999999996,0.6931471803599453,0.04444673998520626,tail
62,0.5,0.0,0.5,1.3687499999999995,0.6931471803599453,0.0421154477300198,tail
63,0.25,0.25,0.5,1.3687499999999995,1.0397207705399178,0.0421154477300198,tail
64,0.25,0.25,0.5,1.3687499999999995,1.0397207705399178,0.0421154477300198,tail
65,1.0,0.0,0.0,1.3124999999999996,-1.000000082690371e-10,0.04494756059148298,tail
66,0.5,0.0,0.5,1.3874999999999995,0.6931471803599453,0.03954983505812672,tail
67,0.75,0.0,0.25,1.4437499999999994,0.5623351444188083,0.04025396671059301,tail
68,0.25,0.25,0.5,1.4624999999999992,1.0397207705399178,0.04426907471997278,tail
69,0.5,0.25,0.25,1.5374999999999994,1.0397207705399178,0.038939569066214985,tail
70,0.5,0.25,0.25,1.6124999999999996,1.0397207705399178,0.03383901744381064,tail
71,0.5,0.0,0.5,1.6687499999999997,0.6931471803599453,0.031461409893709734,tail
72,0.5,0.0,0.5,1.7249999999999996,0.6931471803599453,0.029364043834467245,tail
73,0.5,0.5,0.0,1.7437499999999997,0.6931471803599453,0.02906700233942284,tail
74,0.0,0.75,0.25,1.7999999999999996,0.5623351444188083,0.031710805655367935,tail
75,0.25,0.25,0.5,1.7249999999999996,1.0397207705399178,0.035316164079816484,tail
76,0.5,0.5,0.0,1.7812499999999996,0.6931471803599453,0.032899586813515125,tail
77,0.25,0.0,0.75,1.7999999999999998,0.5623351444188083,0.03732936438398759,tail
78,0.0,0.25,0.75,1.8562499999999997,0.5623351444188083,0.046598769431177335,tail
79,0.5,0.0,0.5,1.9124999999999999,0.6931471803599453,0.044051339455373255,tail
80,0.5,0.25,0.25,1.8562499999999997,1.0397207705399178,0.04630658489553648,tail
81,0.5,0.0,0.5,1.9124999999999996,0.6931471803599453,0.04705915907796302,tail
82,0.5,0.0,0.5,1.93125,0.6931471803599453,0.047520719165433836,tail
83,1.0,0.0,0.0,1.9874999999999998,-1.000000082690371e-10,0.045255966889047115,tail
84,0.5,0.0,0.5,2.0625,0.6931471803599453,0.040601351289858874,tail
85,0.5,0.0,0.5,2.11875,0.6931471803599453,0.0389453367916176,tail
86,0.5,0.25,0.25,2.1374999999999997,1.0397207705399178,0.03866232520975714,tail
87,0.75,0.0,0.25,2.2125,0.5623351444188083,0.04442789541071043,tail
88,0.5,0.0,0.5,2.26875,0.6931471803599453,0.042599664849767564,tail
89,0.25,0.25,0.5,2.1937499999999996,1.0397207705399178,0.04555805233778689,tail
90,0.25,0.25,0.5,2.26875,1.0397207705399178,0.042330509922661255,tail
91,0.0,1.0,0.0,2.2874999999999996,-1.000000082690371e-10,0.04515642301004949,tail
92,0.25,0.25,0.5,2.2124999999999995,1.0397207705399178,0.04842093466737848,tail
93,0.25,0.0,0.75,2.26875,0.5623351444188083,0.041751555453809444,tail
94,0.25,0.25,0.5,2.2874999999999996,1.0397207705399178,0.04099352082951676,tail
95,0.5,0.0,0.5,2.3437499999999996,0.6931471803599453,0.039567831394328686,tail
96,0.25,0.0,0.75,2.26875,0.5623351444188083,0.04379502147790352,tail
97,0.5,0.0,0.5,2.2874999999999996,0.6931471803599453,0.04827696178367623,tail
98,0.25,0.25,0.5,2.3062499999999995,1.0397207705399178,0.04751767763159342,tail
99,0.0,1.0,0.0,2.3624999999999994,-1.000000082690371e-10,0.044966057077116844,tail
100,0.25,0.0,0.75,2.437499999999999,0.5623351444188083,0.04191836607100189,tail
101,0.5,0.5,0.0,2.456249999999999,0.6931471803599453,0.04463660782152388,tail
102,0.25,0.25,0.5,2.381249999999999,1.0397207705399178,0.049177661420735895,tail
103,0.0,0.5,0.5,2.456249999999999,0.6931471803599453,0.05491325723641367,tail
104,0.5,0.25,0.25,2.5124999999999993,1.0397207705399178,0.05301371616442801,tail
105,0.5,0.5,0.0,2.587499999999999,0.6931471803599453,0.049905232456752754,tail
106,0.25,0.25,0.5,2.5312499999999987,1.0397207705399178,0.05179667467910013,tail
107,0.0,0.75,0.25,2.5312499999999987,0.5623351444188083,0.05179667467910013,tail
108,0.25,0.5,0.25,2.549999999999999,1.0397207705399178,0.052188744371392336,tail
109,0.25,0.5,0.25,2.624999999999999,1.0397207705399178,0.047567560916684924,tail
110,0.75,0.0,0.25,2.681249999999999,0.5623351444188083,0.04587377595437863,tail
111,0.75,0.0,0.25,2.6999999999999993,0.5623351444188083,0.04624747670481633,tail
112,0.75,0.25,0.0,2.7562499999999988,0.5623351444188083,0.046992311538697804,tail
113,0.25,0.5,0.25,2.774999999999999,1.0397207705399178,0.04737161927251414,tail
114,0.0,0.25,0.75,2.831249999999999,0.5623351444188083,0.04486809008429632,tail
115,0.5,0.5,0.0,2.8874999999999993,0.6931471803599453,0.04237440080697338,tail
116,0.25,0.25,0.5,2.8874999999999993,1.0397207705399178,0.04237440080697338,tail
117,0.25,0.5,0.25,2.906249999999999,1.0397207705399178,0.042145754809203795,tail
118,0.5,0.25,0.25,2.9624999999999986,1.0397207705399178,0.04288467911883014,tail
119,0.0,0.5,0.5,2.9062499999999987,0.6931471803599453,0.044322206711901554,tail
120,0.0,0.75,0.25,2.9624999999999986,0.5623351444188083,0.046969280186628735,tail
121,0.5,0.25,0.25,3.018749999999999,1.0397207705399178,0.04521964624198238,tail
122,0.25,0.5,0.25,3.0374999999999988,1.0397207705399178,0.045606203319833956,tail
123,0.0,0.5,0.5,3.112499999999999,0.6931471803599453,0.04308299584813043,tail
124,0.25,0.0,0.75,3.1687499999999984,0.5623351444188083,0.04207321325306066,tail
125,0.0,0.0,1.0,3.1874999999999987,-1.000000082690371e-10,0.04195891777977618,tail
126,0.25,0.75,0.0,3.262499999999999,0.5623351444188083,0.04120134441071078,tail
127,0.25,0.25,0.5,3.3374999999999986,1.0397207705399178,0.03725361769345365,tail
128,0.0,0.0,1.0,3.2812499999999987,-1.000000082690371e-10,0.03728530992143566,tail
129,0.25,0.25,0.5,3.3562499999999984,1.0397207705399178,0.03755057787088632,tail
130,0.0,0.5,0.5,3.4124999999999988,0.6931471803599453,0.04511186183394569,tail
131,0.5,0.25,0.25,3.4687499999999987,1.0397207705399178,0.045758612150474005,tail
132,0.75,0.25,0.0,3.5249999999999986,0.5623351444188083,0.04640908030089595,tail
133,1.0,0.0,0.0,3.5999999999999988,-1.000000082690371e-10,0.04682787214229361,tail
134,0.5,0.25,0.25,3.6562499999999987,1.0397207705399178,0.04741908198117609,tail
135,0.25,0.25,0.5,3.581249999999999,1.0397207705399178,0.047052985010916246,tail
136,0.5,0.25,0.25,3.5999999999999988,1.0397207705399178,0.047115466542315076,tail
137,0.25,0.25,0.5,3.656249999999999,1.0397207705399178,0.047068340856009645,tail
138,0.5,0.0,0.5,3.674999999999999,0.6931471803599453,0.04825438168252198,tail
139,0.25,0.5,0.25,3.7312499999999993,1.0397207705399178,0.04817006818294955,tail
140,0.25,0.0,0.75,3.749999999999999,0.5623351444188083,0.05199824403585675,tail
141,0.25,0.75,0.0,3.6937499999999988,0.5623351444188083,0.05292599675785537,tail
142,0.25,0.0,0.75,3.6937499999999988,0.5623351444188083,0.05292599675785537,tail
143,0.25,0.25,0.5,3.7124999999999986,1.0397207705399178,0.05313891361916444,tail
144,1.0,0.0,0.0,3.6562499999999982,-1.000000082690371e-10,0.05488081012806328,tail
145,0.25,0.0,0.75,3.7312499999999984,0.5623351444188083,0.052148347963406505,tail
146,0.75,0.25,0.0,3.7499999999999982,0.5623351444188083,0.052404386520238225,tail
147,0.0,0.25,0.75,3.8062499999999986,0.5623351444188083,0.05131745751021304,tail
148,0.5,0.25,0.25,3.8062499999999986,1.0397207705399178,0.05131745751021304,tail
149,0.5,0.5,0.0,3.8624999999999985,0.6931471803599453,0.050901732073918814,tail
150,0.5,0.5,0.0,3.8062499999999986,0.6931471803599453,0.05194065874871073,tail
151,0.25,0.25,0.5,3.8249999999999984,1.0397207705399178,0.051868683726912904,tail
152,0.25,0.5,0.25,3.8437499999999982,1.0397207705399178,0.053623078709754496,tail
153,0.25,0.25,0.5,3.862499999999998,1.0397207705399178,0.05406132585430205,tail
154,0.5,0.25,0.25,3.9187499999999984,1.0397207705399178,0.05477895032252379,tail
155,0.5,0.25,0.25,3.862499999999998,1.0397207705399178,0.06055496115358794,tail
156,0.25,0.5,0.25,3.918749999999998,1.0397207705399178,0.05924132979812352,tail
157,0.5,0.25,0.25,3.974999999999998,1.0397207705399178,0.05311846467154837,tail
158,0.5,0.25,0.25,3.899999999999998,1.0397207705399178,0.057003229417836865,tail
159,0.25,0.25,0.5,3.974999999999998,1.0397207705399178,0.05466425398798133,tail
160,0.25,0.25,0.5,4.031249999999998,1.0397207705399178,0.05718705600920576,tail
161,0.5,0.0,0.5,4.087499999999999,0.6931471803599453,0.05595376858398401,tail
162,0.75,0.0,0.25,4.106249999999998,0.5623351444188083,0.05580678687164792,tail
163,0.5,0.25,0.25,4.124999999999998,1.0397207705399178,0.058160515023618374,tail
164,0.5,0.25,0.25,4.124999999999998,1.0397207705399178,0.058160515023618374,tail
165,0.25,0.25,0.5,4.181249999999999,1.0397207705399178,0.05669875680680781,tail
166,0.25,0.5,0.25,4.237499999999998,1.0397207705399178,0.05922878378056601,tail
167,0.5,0.0,0.5,4.293749999999998,0.6931471803599453,0.0599454748995914,tail
168,0.0,0.5,0.5,4.312499999999998,0.6931471803599453,0.06027266333349261,tail
169,0.75,0.0,0.25,4.331249999999997,0.5623351444188083,0.06278916699708277,tail
170,0.25,0.5,0.25,4.3874999999999975,1.0397207705399178,0.0717503947071029,tail
171,0.5,0.0,0.5,4.406249999999998,0.6931471803599453,0.07211920470651395,tail
172,0.75,0.25,0.0,4.462499999999998,0.5623351444188083,0.07051247950274518,tail
173,0.5,0.25,0.25,4.537499999999998,1.0397207705399178,0.06599415516259793,tail
174,0.5,0.25,0.25,4.593749999999997,1.0397207705399178,0.06672286287088973,tail
175,0.5,0.25,0.25,4.537499999999998,1.0397207705399178,0.06852874197417141,tail
