round,p_aggressive,p_defensive,p_balanced,avg_reward,strategy_entropy,personality_norm,personality_velocity,phase
1,0.25,0.5,0.25,0.07500000000000001,1.0397207705399178,0.0047516444521870675,0.0047516444521870675,burn-in
2,0.25,0.25,0.5,0.09375000000000003,1.0397207705399178,0.0043865917863416485,0.000365052665845419,burn-in
3,0.25,0.75,0.0,0.15000000000000002,0.5623351444188083,0.006310952780682164,0.0019243609943405153,burn-in
4,0.25,0.25,0.5,0.22500000000000003,1.0397207705399178,0.012210395161500685,0.005899442380818521,burn-in
5,0.25,0.25,0.5,0.28125,1.0397207705399178,0.014500538783093502,0.002290143621592817,burn-in
6,0.25,0.5,0.25,0.3375,1.0397207705399178,0.016817494611267105,0.0023169558281736034,burn-in
7,0.25,0.25,0.5,0.35625,1.0397207705399178,0.014891895604237189,0.0019255990070299166,burn-in
8,0.75,0.25,0.0,0.41250000000000003,0.5623351444188083,0.014302056779533449,0.0005898388247037398,burn-in
9,0.5,0.25,0.25,0.43124999999999997,1.0397207705399178,0.014843618420469424,0.0005415616409359756,burn-in
10,0.0,0.25,0.75,0.48749999999999993,0.5623351444188083,0.012930704737174963,0.0019129136832944614,burn-in
11,0.25,0.25,0.5,0.54375,1.0397207705399178,0.022682850763296864,0.009752146026121901,burn-in
12,0.25,0.5,0.25,0.5999999999999999,1.0397207705399178,0.02658802082823193,0.003905170064935067,burn-in
13,0.0,0.0,1.0,0.54375,-1.000000082690371e-10,0.023317023689785,0.003270997138446932,burn-in
14,0.25,0.5,0.25,0.5999999999999999,1.0397207705399178,0.018736896462928327,0.004580127226856672,burn-in
15,0.0,0.25,0.75,0.5249999999999998,0.5623351444188083,0.013014752746882938,0.005722143716045389,burn-in
16,0.75,0.0,0.25,0.5437499999999997,0.5623351444188083,0.009333083376489176,0.003681669370393763,burn-in
17,0.75,0.25,0.0,0.4687499999999998,0.5623351444188083,0.006316907495958769,0.0030161758805304067,burn-in
18,0.5,0.25,0.25,0.4874999999999998,1.0397207705399178,0.007670013139656364,0.0013531056436975955,burn-in
19,0.25,0.5,0.25,0.5437499999999997,1.0397207705399178,0.006881814804250428,0.000788198335405936,burn-in
20,0.0,0.25,0.75,0.5624999999999998,0.5623351444188083,0.006252889956851962,0.0006289248473984668,burn-in
21,0.25,0.25,0.5,0.6187499999999998,1.0397207705399178,0.006669880410284701,0.00041699045343273917,burn-in
22,0.25,0.0,0.75,0.6374999999999997,0.5623351444188083,0.006602334459303048,6.754595098165238e-05,burn-in
23,0.5,0.5,0.0,0.7124999999999997,0.6931471803599453,0.0028512949360772703,0.003751039523225778,burn-in
24,0.0,0.5,0.5,0.6374999999999996,0.6931471803599453,0.006467240161962521,0.0036159452258852504,burn-in
25,0.25,0.5,0.25,0.6937499999999996,1.0397207705399178,0.007143616031114859,0.0006763758691523385,burn-in
26,0.5,0.0,0.5,0.6187499999999997,0.6931471803599453,0.012489057710652278,0.005345441679537419,burn-in
27,0.25,0.25,0.5,0.6749999999999996,1.0397207705399178,0.0089033986663803,0.003585659044271978,burn-in
28,0.5,0.25,0.25,0.7499999999999996,1.0397207705399178,0.004913807872973904,0.003989590793406396,burn-in
29,0.0,1.0,0.0,0.8249999999999996,-1.000000082690371e-10,0.010264328780417227,0.005350520907443323,burn-in
30,0.25,0.25,0.5,0.8437499999999997,1.0397207705399178,0.010617874448895216,0.0003535456684779885,burn-in
31,0.25,0.5,0.25,0.8999999999999997,1.0397207705399178,0.009814589745628715,0.0008032847032665002,burn-in
32,0.5,0.25,0.25,0.9749999999999996,1.0397207705399178,0.012023333434409821,0.002208743688781106,burn-in
33,0.25,0.25,0.5,0.8999999999999997,1.0397207705399178,0.011653443026633804,0.00036989040777601727,burn-in
34,0.25,0.0,0.75,0.9562499999999997,0.5623351444188083,0.019824597056119525,0.008171154029485721,burn-in
35,0.25,0.25,0.5,0.8812499999999998,1.0397207705399178,0.023551286290508778,0.003726689234389253,burn-in
36,0.25,0.75,0.0,0.9562499999999998,0.5623351444188083,0.02014398851860036,0.0034072977719084192,burn-in
37,0.5,0.25,0.25,1.0125,1.0397207705399178,0.020863067323023326,0.0007190788044229672,burn-in
38,0.25,0.5,0.25,0.9375,1.0397207705399178,0.023232898616509474,0.002369831293486148,burn-in
39,1.0,0.0,0.0,0.9562499999999998,-1.000000082690371e-10,0.026495872320042795,0.0032629737035333208,burn-in
40,0.25,0.5,0.25,0.8812499999999999,1.0397207705399178,0.031925572626031545,0.005429700305988751,burn-in
41,0.5,0.25,0.25,0.9374999999999999,1.0397207705399178,0.029522320078417163,0.0024032525476143825,burn-in
42,0.5,0.25,0.25,0.9562499999999999,1.0397207705399178,0.02912050662763291,0.00040181345078425454,burn-in
43,0.75,0.25,0.0,0.9,0.5623351444188083,0.03155230342720662,0.0024317967995737128,burn-in
44,0.75,0.25,0.0,0.91875,0.5623351444188083,0.035608699669989585,0.004056396242782964,burn-in
45,0.25,0.25,0.5,0.9937499999999999,1.0397207705399178,0.030228604908058725,0.005380094761930861,burn-in
46,0.25,0.5,0.25,0.9374999999999999,1.0397207705399178,0.03278361824143294,0.002555013333374212,burn-in
47,0.0,0.5,0.5,0.8812499999999999,0.6931471803599453,0.03560443485368103,0.0028208166122480963,burn-in
48,0.5,0.5,0.0,0.9562499999999997,0.6931471803599453,0.04087715017280459,0.005272715319123558,burn-in
49,0.5,0.5,0.0,1.0124999999999997,0.6931471803599453,0.03845472175169152,0.0024224284211130723,burn-in
50,0.5,0.0,0.5,1.0687499999999996,0.6931471803599453,0.04098748141582402,0.0025327596641325015,burn-in
51,0.75,0.0,0.25,1.0874999999999997,0.5623351444188083,0.04152334857116561,0.0005358671553415892,burn-in
52,0.25,0.5,0.25,1.0124999999999997,1.0397207705399178,0.047471218665234696,0.005947870094069087,burn-in
53,0.25,0.5,0.25,1.0875,1.0397207705399178,0.043222997802819324,0.004248220862415372,burn-in
54,0.5,0.5,0.0,1.1062499999999997,0.6931471803599453,0.043792713524198605,0.0005697157213792811,burn-in
55,0.25,0.0,0.75,1.18125,0.5623351444188083,0.038322707143579,0.005470006380619605,burn-in
56,0.25,0.0,0.75,1.2374999999999996,0.5623351444188083,0.04081048999644606,0.0024877828528670626,burn-in
57,0.25,0.5,0.25,1.2937499999999997,1.0397207705399178,0.034936619510372226,0.005873870486073837,burn-in
58,0.75,0.25,0.0,1.2374999999999996,0.5623351444188083,0.037788486693204906,0.0028518671828326805,burn-in
59,0.75,0.0,0.25,1.1624999999999996,0.5623351444188083,0.04302344246527155,0.005234955772066646,burn-in
60,0.5,0.25,0.25,1.1812499999999997,1.0397207705399178,0.04361269749525399,0.000589255029982437,burn-in
61,0.25,0.5,0.25,1.2562499999999996,1.0397207705399178,0.037829141482625915,0.005783556012628074,burn-in
62,0.25,0.25,0.5,1.3124999999999996,1.0397207705399178,0.035596479811914356,0.0022326616707115596,burn-in
63,0.25,0.5,0.25,1.3687499999999997,1.0397207705399178,0.03795110186559185,0.0023546220536774937,burn-in
64,0.5,0.25,0.25,1.4249999999999996,1.0397207705399178,0.03243220091591111,0.005518900949680737,burn-in
65,0.0,0.25,0.75,1.4437499999999996,0.5623351444188083,0.03194812384456283,0.0004840770713482809,burn-in
66,1.0,0.0,0.0,1.4624999999999995,-1.000000082690371e-10,0.031467244874631504,0.0004808789699313268,burn-in
67,0.0,0.25,0.75,1.3874999999999995,0.5623351444188083,0.03791932225132762,0.006452077376696112,burn-in
68,0.5,0.0,0.5,1.4437499999999994,0.6931471803599453,0.032959210705241805,0.004960111546085812,burn-in
69,0.25,0.25,0.5,1.4437499999999994,1.0397207705399178,0.032959210705241805,0.0,burn-in
70,0.0,1.0,0.0,1.5187499999999994,-1.000000082690371e-10,0.03741872703356608,0.004459516328324274,burn-in
71,0.25,0.25,0.5,1.5374999999999994,1.0397207705399178,0.03920212546055417,0.0017833984269880893,burn-in
72,0.25,0.5,0.25,1.4812499999999993,1.0397207705399178,0.04222359566936516,0.0030214702088109946,burn-in
73,0.5,0.0,0.5,1.4812499999999993,0.6931471803599453,0.04222359566936516,0.0,burn-in
74,0.5,0.0,0.5,1.4249999999999994,0.6931471803599453,0.045254812416747864,0.0030312167473827006,burn-in
75,0.25,0.25,0.5,1.4812499999999993,1.0397207705399178,0.04584568843890925,0.0005908760221613879,burn-in
76,0.5,0.25,0.25,1.5374999999999994,1.0397207705399178,0.04261514732169809,0.003230541117211161,burn-in
77,0.25,0.25,0.5,1.4812499999999993,1.0397207705399178,0.04555550143437712,0.002940354112679032,burn-in
78,0.5,0.25,0.25,1.5562499999999992,1.0397207705399178,0.03969294992108208,0.005862551513295046,burn-in
79,0.0,0.5,0.5,1.5749999999999993,0.6931471803599453,0.039193729568644364,0.0004992203524377126,burn-in
80,0.5,0.25,0.25,1.5749999999999993,1.0397207705399178,0.039193729568644364,0.0,burn-in
81,0.0,0.25,0.75,1.6312499999999994,0.5623351444188083,0.036041303887866256,0.003152425680778108,burn-in
