round,p_aggressive,p_defensive,p_balanced,avg_reward,strategy_entropy,personality_norm,personality_velocity,phase
1,0.5,0.0,0.5,-0.07500000000000001,0.6931471803599453,0.006717514421272228,0.006717514421272228,burn-in
2,0.25,0.75,0.0,-0.018750000000000044,0.5623351444188083,0.0034942754524364536,0.0032232389688357744,burn-in
3,0.25,0.25,0.5,-0.09375000000000011,1.0397207705399178,0.010041272251936028,0.006546996799499574,burn-in
4,0.25,0.5,0.25,-0.03750000000000009,1.0397207705399178,0.007559271004865502,0.0024820012470705257,burn-in
5,0.75,0.25,0.0,-0.018750000000000044,0.5623351444188083,0.00804722390020314,0.00048795289533763806,burn-in
6,0.0,0.75,0.25,0.03749999999999998,0.5623351444188083,0.005743287522186235,0.0023039363780169055,burn-in
7,0.5,0.0,0.5,0.09375,0.6931471803599453,0.004943923827538205,0.00079936369464803,burn-in
8,0.25,0.0,0.75,0.15000000000000002,0.5623351444188083,0.0062785286393389605,0.0013346048118007556,burn-in
9,0.0,0.25,0.75,0.22499999999999992,0.5623351444188083,0.003974282561041683,0.0023042460782972778,burn-in
10,0.25,0.5,0.25,0.2812499999999999,1.0397207705399178,0.005314981038301108,0.001340698477259425,burn-in
11,0.75,0.0,0.25,0.2999999999999998,0.5623351444188083,0.008293976070769727,0.002978995032468619,burn-in
12,0.5,0.25,0.25,0.3749999999999998,1.0397207705399178,0.007192185972463457,0.0011017900983062694,burn-in
13,0.5,0.0,0.5,0.4312499999999998,0.6931471803599453,0.007605443671312,0.0004132576988485426,burn-in
14,0.25,0.25,0.5,0.4499999999999998,1.0397207705399178,0.0074262651489493525,0.00017917852236264738,burn-in
15,0.25,0.75,0.0,0.4499999999999998,0.5623351444188083,0.0074262651489493525,0.0,burn-in
16,0.25,0.5,0.25,0.5062499999999998,1.0397207705399178,0.0073060869314565,0.00012017821749285215,burn-in
17,0.5,0.5,0.0,0.5812499999999998,0.6931471803599453,0.013362581851947549,0.006056494920491049,burn-in
18,0.25,0.0,0.75,0.6374999999999998,0.5623351444188083,0.017208424762670645,0.0038458429107230963,burn-in
19,0.5,0.5,0.0,0.6937499999999999,0.6931471803599453,0.018345639808957228,0.0011372150462865827,burn-in
20,0.5,0.25,0.25,0.7499999999999999,1.0397207705399178,0.020393013509532994,0.0020473737005757657,burn-in
21,0.25,0.25,0.5,0.8062499999999998,1.0397207705399178,0.021851348821354147,0.0014583353118211538,burn-in
22,1.0,0.0,0.0,0.8624999999999998,-1.000000082690371e-10,0.02550478662182838,0.003653437800474231,burn-in
23,0.5,0.5,0.0,0.91875,0.6931471803599453,0.027115043535600236,0.0016102569137718577,burn-in
24,0.25,0.25,0.5,0.9749999999999999,1.0397207705399178,0.026620268065423298,0.0004947754701769384,burn-in
25,0.5,0.25,0.25,0.9937499999999999,1.0397207705399178,0.027115043535600236,0.0004947754701769384,burn-in
26,0.75,0.25,0.0,1.0687499999999999,0.5623351444188083,0.030427151089733928,0.003312107554133692,burn-in
27,0.25,0.5,0.25,1.1437499999999998,1.0397207705399178,0.02639970333048266,0.0040274477592512695,burn-in
28,0.5,0.25,0.25,1.2,1.0397207705399178,0.028093836901979016,0.0016941335714963576,burn-in
29,0.0,0.0,1.0,1.1437499999999998,-1.000000082690371e-10,0.0248309322280195,0.003262904673959517,burn-in
30,0.5,0.25,0.25,1.1625,1.0397207705399178,0.02538565816804832,0.0005547259400288211,burn-in
31,0.0,0.25,0.75,1.21875,0.5623351444188083,0.027878503143102893,0.002492844975054573,burn-in
32,0.25,0.5,0.25,1.29375,1.0397207705399178,0.024151378066271875,0.0037271250768310185,burn-in
33,0.25,0.0,0.75,1.35,0.5623351444188083,0.020395814713134095,0.0037555633531377794,burn-in
34,0.25,0.0,0.75,1.40625,0.5623351444188083,0.029668480749778806,0.00927266603664471,burn-in
35,0.0,0.5,0.5,1.4249999999999998,0.6931471803599453,0.027664087872411352,0.0020043928773674537,burn-in
36,0.25,0.5,0.25,1.4437499999999999,1.0397207705399178,0.028224407655431813,0.0005603197830204611,burn-in
37,0.5,0.25,0.25,1.5,1.0397207705399178,0.03184221659703513,0.0036178089416033163,burn-in
38,0.5,0.0,0.5,1.5187499999999998,0.6931471803599453,0.02982920129671595,0.002013015300319179,burn-in
39,0.0,0.25,0.75,1.5187499999999998,0.5623351444188083,0.02982920129671595,0.0,burn-in
40,0.5,0.25,0.25,1.5749999999999997,1.0397207705399178,0.02960272435203389,0.0002264769446820615,burn-in
41,0.25,0.25,0.5,1.5937499999999998,1.0397207705399178,0.029089788935509644,0.0005129354165242447,burn-in
42,0.75,0.25,0.0,1.6124999999999998,0.5623351444188083,0.02964783534467568,0.0005580464091660374,burn-in
43,0.5,0.0,0.5,1.6312499999999996,0.6931471803599453,0.030206661232458343,0.0005588258877826623,burn-in
44,0.25,0.0,0.75,1.6312499999999996,0.5623351444188083,0.030206661232458343,0.0,burn-in
45,0.0,0.5,0.5,1.7062499999999996,0.6931471803599453,0.03696045447924715,0.006753793246788809,burn-in
46,0.25,0.0,0.75,1.6499999999999995,0.5623351444188083,0.0336542333425529,0.0033062211366942512,burn-in
47,0.25,0.25,0.5,1.6687499999999995,1.0397207705399178,0.032542865361512026,0.0011113679810408755,burn-in
48,0.25,0.0,0.75,1.6874999999999996,0.5623351444188083,0.03204260469476536,0.0005002606667466672,burn-in
49,0.0,0.5,0.5,1.6124999999999998,0.6931471803599453,0.02669521990216596,0.0053473847925993995,burn-in
50,0.5,0.25,0.25,1.6687499999999995,1.0397207705399178,0.03505660879652361,0.008361388894357648,burn-in
51,0.25,0.25,0.5,1.7249999999999996,1.0397207705399178,0.0349287220636541,0.0001278867328695088,burn-in
52,0.5,0.25,0.25,1.7437499999999995,1.0397207705399178,0.03316140393495875,0.0017673181286953499,burn-in
53,0.0,0.75,0.25,1.7624999999999993,0.5623351444188083,0.03275049200489202,0.00041091193006672494,burn-in
54,0.75,0.0,0.25,1.8187499999999992,0.5623351444188083,0.03278671606001425,3.6224055122227594e-05,burn-in
55,0.25,0.25,0.5,1.837499999999999,1.0397207705399178,0.033266810247790476,0.0004800941877762255,burn-in
56,0.5,0.25,0.25,1.8562499999999993,1.0397207705399178,0.033795917837809906,0.00052910759001943,burn-in
