round,p_aggressive,p_defensive,p_balanced,avg_reward,strategy_entropy,personality_norm,personality_velocity,phase
1,0.25,0.75,0.0,0.0,0.5623351444188083,0.0,0.0,burn-in
2,0.25,0.25,0.5,0.056249999999999994,1.0397207705399178,0.0005124322448436826,0.0005124322448436826,burn-in
3,0.25,0.5,0.25,0.0,1.0397207705399178,0.0024192694317362244,0.0019068371868925418,burn-in
4,0.0,0.75,0.25,0.056249999999999994,0.5623351444188083,0.0010704360482220918,0.0013488333835141326,burn-in
5,0.0,1.0,0.0,0.07499999999999997,-1.000000082690371e-10,0.003701362830844262,0.00263092678262217,burn-in
6,0.0,0.75,0.25,0.13124999999999998,0.5623351444188083,0.0020749832663314303,0.0016263795645128317,burn-in
7,0.0,0.75,0.25,0.1875,0.5623351444188083,0.00092350667747092,0.0011514765888605103,burn-in
8,0.5,0.0,0.5,0.26250000000000007,0.6931471803599453,0.0031626207706408954,0.0022391140931699756,burn-in
9,0.25,0.5,0.25,0.31875000000000003,1.0397207705399178,0.0026760901205553083,0.00048653065008558713,burn-in
10,0.75,0.25,0.0,0.24375000000000005,0.5623351444188083,0.003034237502606286,0.0003581473820509777,burn-in
11,0.5,0.25,0.25,0.18750000000000006,1.0397207705399178,0.0049883979976876,0.0019541604950813144,burn-in
12,0.0,0.25,0.75,0.20625000000000004,0.5623351444188083,0.00463512405443484,0.00035327394325276006,burn-in
13,0.0,0.25,0.75,0.15000000000000002,0.5623351444188083,0.011357931333067086,0.006722807278632246,burn-in
14,0.25,0.25,0.5,0.16875,1.0397207705399178,0.01301219713597806,0.001654265802910974,burn-in
15,0.25,0.0,0.75,0.24375,0.5623351444188083,0.011295336888144028,0.0017168602478340317,burn-in
16,0.25,0.75,0.0,0.31875,0.5623351444188083,0.013492716013340927,0.002197379125196899,burn-in
17,0.5,0.25,0.25,0.39375000000000004,1.0397207705399178,0.016344636288907314,0.0028519202755663865,burn-in
